名称,年代,类型,图片,详情
宋影青带托杯,宋代（960-1279),,https://www.gdmuseum.com/upload/cn/image/2023-11/1700553769042.jpg,https://www.gdmuseum.com/cn/col49/148653
元影青小罐,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2023-11/1700553805858.jpg,https://www.gdmuseum.com/cn/col49/148652
宋青白釉瓜棱形执壶,宋代（960-1279),,https://www.gdmuseum.com/upload/cn/image/2023-11/1700553847914.jpg,https://www.gdmuseum.com/cn/col49/148651
元枢府釉印花双凤双耳瓶,元代（1271-1368）,,https://www.gdmuseum.com/upload/cn/image/2023-11/1700554090061.jpg,https://www.gdmuseum.com/cn/col49/148650
元钧窑紫斑碗,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2023-11/1700557135587.jpg,https://www.gdmuseum.com/cn/col49/148649
元青白釉贴花S耳瓶,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2023-11/1700557173530.jpg,https://www.gdmuseum.com/cn/col49/148648
元影青四足瓣口烛台,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2023-11/1700557220888.jpg,https://www.gdmuseum.com/cn/col49/148647
宋青白釉杯,宋代（960-1279),,https://www.gdmuseum.com/upload/cn/image/2023-11/1700557263340.jpg,https://www.gdmuseum.com/cn/col49/148646
元龙泉青釉刻花碗,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2023-11/1700704452489.jpg,https://www.gdmuseum.com/cn/col49/148645
元磁州窑白地黑花玉壶春瓶,金朝（1115－1234）,,https://www.gdmuseum.com/upload/cn/image/2023-11/1700705294930.jpg,https://www.gdmuseum.com/cn/col49/148644
元青白釉印花盖罐,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2023-11/1700705337844.jpg,https://www.gdmuseum.com/cn/col49/148643
元酱黄釉鼓钉罐,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2023-11/1700705791143.jpg,https://www.gdmuseum.com/cn/col49/148642
元青白釉三足双耳炉,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2023-11/1700705855433.jpg,https://www.gdmuseum.com/cn/col49/148641
元青白釉连座双耳瓶、元青白釉连座炉,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2023-11/1700705896230.jpg,https://www.gdmuseum.com/cn/col49/148640
元钧窑天青釉双耳三足炉,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2023-11/1700705946565.jpg,https://www.gdmuseum.com/cn/col49/148639
元龙泉青釉刻花盘,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2023-11/1700705995530.jpg,https://www.gdmuseum.com/cn/col49/148638
江户青花彩开光山水花鸟大碗,日本制明治时代（1868-1912）,,https://www.gdmuseum.com/upload/cn/image/2023-11/1700706056398.jpg,https://www.gdmuseum.com/cn/col49/148637
元钧釉盘,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2023-11/1700706144832.jpg,https://www.gdmuseum.com/cn/col49/148636
元龙泉三足炉,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2023-11/1700708774101.jpg,https://www.gdmuseum.com/cn/col49/148635
元龙泉菊瓣洗,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2023-12/1701395945705.jpg,https://www.gdmuseum.com/cn/col49/148634
元枢府青白釉高足小碗,元代（1271-1368）,,https://www.gdmuseum.com/upload/cn/image/2023-12/1701396444886.jpg,https://www.gdmuseum.com/cn/col49/148633
元青花折枝花玉壶春瓶,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2023-12/1701396497012.jpg,https://www.gdmuseum.com/cn/col49/148632
元龙泉人物坐像,元代（1271-1368）,,https://www.gdmuseum.com/upload/cn/image/2023-12/1701396544301.jpg,https://www.gdmuseum.com/cn/col49/148631
朝鲜青釉莲花托杯,南宋－元代（1127-1368),,https://www.gdmuseum.com/upload/cn/image/2023-12/1701397157417.jpg,https://www.gdmuseum.com/cn/col49/148630
元钧窑碗,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2023-12/1701397297113.jpg,https://www.gdmuseum.com/cn/col49/148629
宋耀州窑瓜棱缸,宋代（960-1279),,https://www.gdmuseum.com/upload/cn/image/2023-12/1701397560485.jpg,https://www.gdmuseum.com/cn/col49/148628
日本五彩花鸟方瓶,日本制 (17—18 世纪 ),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705455383144.jpg,https://www.gdmuseum.com/cn/col49/148627
元龙泉葵瓣口碗,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705455431527.jpg,https://www.gdmuseum.com/cn/col49/148626
青釉碗,12-13世纪,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705455485000.jpg,https://www.gdmuseum.com/cn/col49/148625
元钧窑三足炉,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705455655002.jpg,https://www.gdmuseum.com/cn/col49/148624
元龙泉板沿刻花大盘,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705455689105.jpg,https://www.gdmuseum.com/cn/col49/148623
元枢府白釉印花双耳小瓶,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705455865016.jpg,https://www.gdmuseum.com/cn/col49/148622
宋吉州窑碗,宋代（960-1279),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705455902820.jpg,https://www.gdmuseum.com/cn/col49/148621
元孔雀绿釉里彩双耳三足炉,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705455939682.jpg,https://www.gdmuseum.com/cn/col49/148620
元龙泉双环耳瓶,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705456011783.jpg,https://www.gdmuseum.com/cn/col49/148619
元枢府窑印花碗,元代（1271-1368）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705456052898.jpg,https://www.gdmuseum.com/cn/col49/148618
宋钧窑天蓝釉三足炉,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705456087736.jpg,https://www.gdmuseum.com/cn/col49/148617
元龙泉刻花盖罐,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705456122416.jpg,https://www.gdmuseum.com/cn/col49/148616
元龙泉凸花坛,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705456164925.jpg,https://www.gdmuseum.com/cn/col49/148615
元龙泉盖罐,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705456200467.jpg,https://www.gdmuseum.com/cn/col49/148614
元龙泉双环耳瓶,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705456238717.jpg,https://www.gdmuseum.com/cn/col49/148613
南宋青釉杯（朝鲜）,12-14世纪,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705456461619.jpg,https://www.gdmuseum.com/cn/col49/148612
元龙泉刻花撇口瓶,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705456849694.jpg,https://www.gdmuseum.com/cn/col49/148611
元龙泉仿铜器双狮耳瓶,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705456909238.jpg,https://www.gdmuseum.com/cn/col49/148610
元枢府窑印花双鹤碗,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705456945323.jpg,https://www.gdmuseum.com/cn/col49/148609
宋龙泉小茶壶,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705456987696.jpg,https://www.gdmuseum.com/cn/col49/148608
元龙泉豆,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705457026960.jpg,https://www.gdmuseum.com/cn/col49/148607
元龙泉雕花小碗,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705457065354.jpg,https://www.gdmuseum.com/cn/col49/148606
元龙泉菊瓣小杯,元代（1271-1368),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705457117963.jpg,https://www.gdmuseum.com/cn/col49/148605
宋河南黑釉执壶,宋代（960-1279),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705457160301.jpg,https://www.gdmuseum.com/cn/col49/148604
朝鲜瓷茶壶,12-14世纪,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705457197330.jpg,https://www.gdmuseum.com/cn/col49/148603
朝鲜青釉小盏,12-13世纪,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705457260211.jpg,https://www.gdmuseum.com/cn/col49/148602
宋吉州窑酱釉印花花卉纹粉盒,宋代（960-1279),,https://www.gdmuseum.com/upload/cn/image/2024-01/1705457299616.jpg,https://www.gdmuseum.com/cn/col49/148601
清红漆描金庭院人物八围屏风,清晚期,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705457382015.jpg,https://www.gdmuseum.com/cn/col49/148600
清康熙三十二年黑漆款彩郭子仪贺寿图屏,清康熙三十二年（公元1693年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705457439031.jpg,https://www.gdmuseum.com/cn/col49/148599
清白色缎粤绣孔雀百鸟花卉纹座屏,清,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705457478525.jpg,https://www.gdmuseum.com/cn/col49/148598
清木雕龙凤嵌玉桃小屏,清前期,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705458172666.jpg,https://www.gdmuseum.com/cn/col49/148596
明末木雕双螭长方四足花几,明,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705458218137.jpg,https://www.gdmuseum.com/cn/col49/148595
清雍正款祭蓝釉玉壶春瓶,清雍正,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705458375301.jpg,https://www.gdmuseum.com/cn/col49/148593
清雍正祭红敞口瓶,清雍正,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705458416665.jpg,https://www.gdmuseum.com/cn/col49/148592
清康熙款豇豆红太白尊,清康熙,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705458445670.jpg,https://www.gdmuseum.com/cn/col49/148591
唐越窑青釉暗花小碗,唐,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705458478863.jpg,https://www.gdmuseum.com/cn/col49/148590
清乾隆青玉四花耳盖炉,清乾隆,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705458529096.jpg,https://www.gdmuseum.com/cn/col49/148589
民国翠玉双龙耳活环狮羊盖瓶,清晚期,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705458568169.jpg,https://www.gdmuseum.com/cn/col49/148588
清乾隆款白玉碗,清乾隆,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705458751048.jpg,https://www.gdmuseum.com/cn/col49/148586
清石雕垂莲柱,清,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705458847528.jpg,https://www.gdmuseum.com/cn/col49/148585
清石通雕鱼龙,清,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705458982054.jpg,https://www.gdmuseum.com/cn/col49/148584
清青玉雕龙戏珠花瓶,清早期,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705459036823.jpg,https://www.gdmuseum.com/cn/col49/148583
汉碧玉卧蚕纹璧,汉,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705459075717.jpg,https://www.gdmuseum.com/cn/col49/148582
清乾隆青白玉牛,清乾隆,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705459117187.jpg,https://www.gdmuseum.com/cn/col49/148581
清乾隆款青玉雕山水人物双螭活环如意,清乾隆,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705459151252.jpg,https://www.gdmuseum.com/cn/col49/148580
牡丹如意,清末,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705459281779.jpg,https://www.gdmuseum.com/cn/col49/148578
牡丹凤小神龛,清,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705459316703.jpg,https://www.gdmuseum.com/cn/col49/148577
人物长方形荐盒,清,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705459360015.jpg,https://www.gdmuseum.com/cn/col49/148576
清贝雕人物集市图,清,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705459408512.jpg,https://www.gdmuseum.com/cn/col49/148575
清牙雕山水人物大牙,清,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705459440152.jpg,https://www.gdmuseum.com/cn/col49/148574
民国牙雕人物柱转心球,清,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705459496244.jpg,https://www.gdmuseum.com/cn/col49/148573
清晚期铜胎画珐琅人物图连座花瓶,清,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705459525250.jpg,https://www.gdmuseum.com/cn/col49/148572
民国黑缎广绣凤褂,民国,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705459554211.jpg,https://www.gdmuseum.com/cn/col49/148571
民国红缎广绣凤裙,民国,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705459586868.jpg,https://www.gdmuseum.com/cn/col49/148570
民国象牙雕花木兰像,清末民国,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705459626718.jpg,https://www.gdmuseum.com/cn/col49/148569
云龙砚,清代（公元1644-1911年）晚期,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705459926792.jpg,https://www.gdmuseum.com/cn/col49/148568
清端石云蝠砚,清代（公元1644-1911年）晚期,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705459960219.jpg,https://www.gdmuseum.com/cn/col49/148565
宋光身云蝠砚,清光绪（公元1875-1908年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705459994936.jpg,https://www.gdmuseum.com/cn/col49/148564
清光绪端石梧桐叶砚,清光绪（公元1875-1908年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460034493.jpg,https://www.gdmuseum.com/cn/col49/148563
清光绪天然刻苦瓜有池砚,清光绪（公元1875-1908年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460062839.jpg,https://www.gdmuseum.com/cn/col49/148562
雕芭蕉砚,清光绪（公元1875-1908年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460096475.jpg,https://www.gdmuseum.com/cn/col49/148561
清光绪天然刻蕉叶形砚,清光绪（公元1875-1908年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460129224.jpg,https://www.gdmuseum.com/cn/col49/148560
清光绪天然刻云松砚,清光绪（公元1875-1908年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460162683.jpg,https://www.gdmuseum.com/cn/col49/148559
清光绪天然刻荷花有池砚,清光绪（公元1875-1908年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460193705.jpg,https://www.gdmuseum.com/cn/col49/148558
清端石双茄式砚,清光绪（公元1875-1908年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460223428.jpg,https://www.gdmuseum.com/cn/col49/148557
端石琴石砚,清同治至光绪（公元1862-1908年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460303974.jpg,https://www.gdmuseum.com/cn/col49/148555
清端石灵芝如意砚,清同治至光绪（公元1862-1908年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460340840.jpg,https://www.gdmuseum.com/cn/col49/148554
叶形雕花石砚,清同治至光绪（公元1862-1908年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460372001.jpg,https://www.gdmuseum.com/cn/col49/148553
清同治端石瓶式砚,清同治（公元1862-1874年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460459605.jpg,https://www.gdmuseum.com/cn/col49/148552
端石云根一片砚,清同治（公元1862-1874年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460532840.jpg,https://www.gdmuseum.com/cn/col49/148551
清同治端石螺丝砚,清同治（公元1862-1874年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460754373.jpg,https://www.gdmuseum.com/cn/col49/148550
椭园形素石砚,清咸丰（公元1851-1861年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460793238.jpg,https://www.gdmuseum.com/cn/col49/148549
清咸丰刻字长方形石砚,清咸丰（公元1851-1861年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460824586.jpg,https://www.gdmuseum.com/cn/col49/148548
端石龙石手造“东坡笠砚”,清道光（公元1821-1850年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460896039.jpg,https://www.gdmuseum.com/cn/col49/148546
端石海水龙池天然形砚,清道光（公元1821-1850年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460926756.jpg,https://www.gdmuseum.com/cn/col49/148545
端石云海出日砚,清道光（公元1821-1850年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460992380.jpg,https://www.gdmuseum.com/cn/col49/148544
清道光吴昌硕铭长方素池砚,清道光（公元1821-1850年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705461227255.jpg,https://www.gdmuseum.com/cn/col49/148543
清道光绿端砚,清道光（公元1821-1850年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705461263962.jpg,https://www.gdmuseum.com/cn/col49/148542
清雕葫芦椭形砚,清嘉庆至道光（公元1796-1850年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705461328166.jpg,https://www.gdmuseum.com/cn/col49/148540
端石云龙长方砚,清嘉庆至道光（公元1796-1850年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705461361904.jpg,https://www.gdmuseum.com/cn/col49/148539
清谢兰生铭端石砚,清嘉庆至道光（公元1796-1850年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705461429768.jpg,https://www.gdmuseum.com/cn/col49/148538
端石蝠磬砚,清嘉庆至道光（公元1796-1850年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705461466183.jpg,https://www.gdmuseum.com/cn/col49/148537
蕉叶椭形砚,清嘉庆至道光（公元1796-1850年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705461503981.jpg,https://www.gdmuseum.com/cn/col49/148536
清中期竹节端砚,清代（公元1644-1911年）中期,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705461568799.jpg,https://www.gdmuseum.com/cn/col49/148535
清嘉庆端石两云边砚,清嘉庆（公元1796-1820年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705461397549.jpg,https://www.gdmuseum.com/cn/col49/148533
端石钟形砚,清乾隆（公元1736-1795年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705461162860.jpg,https://www.gdmuseum.com/cn/col49/148531
清乾隆天然刻云铭文砚,清乾隆（公元1736-1795年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705461130685.jpg,https://www.gdmuseum.com/cn/col49/148530
端石云龙长方砚,清乾隆（公元1736-1795年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705461061067.jpg,https://www.gdmuseum.com/cn/col49/148529
清乾隆端石双龙池琴式砚,清乾隆（公元1736-1795年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705461028488.jpg,https://www.gdmuseum.com/cn/col49/148528
清乾隆灵芝池林杨铭砚,清乾隆（公元1736-1795年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460721197.jpg,https://www.gdmuseum.com/cn/col49/148527
端石云海出日砚,清乾隆（公元1736-1795年）,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705460682163.jpg,https://www.gdmuseum.com/cn/col49/148526
