藏品编号,藏品名字,藏品博物馆,藏品年代,藏品年代简介,藏品作者,藏品类型,藏品介绍,藏品图片地址,藏品地址,藏品材质,藏品来源,藏品收藏等级
5379,清郑叙山秋山归樵水图轴,辽宁博物馆,清,,,书法、绘画,,,,纸,接受捐赠,三级
5380,清曾国藩行书七言屏,辽宁博物馆,清,,,书法、绘画,,,,纸,采集,二级
5381,清上官周山水轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5382,清玛瑙鼻烟壶,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,征集购买,三级
5383,清鎏金双龙铜带钩,辽宁博物馆,清,,,铜器,,,,"铜,金",征集购买,二级
5384,清张问陶行书五绝轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5385,清无量寿佛像,辽宁博物馆,清,,,雕塑、造像,,,,铜,拣选,三级
5386,清绿度母铜像,辽宁博物馆,清,,,雕塑、造像,,,,铜,拣选,三级
5387,清老花梨木笔筒,辽宁博物馆,清,,,文具,,,,木,旧藏,二级
5388,清顺治通宝铜钱,辽宁博物馆,清,,,钱币,,,,铜,旧藏,三级
5389,清魏始平公造像拓本册页,辽宁博物馆,清,,,碑帖拓本,,,,纸,拨交,一般
5390,清乾隆砚式墨,辽宁博物馆,清,,,文具,,,,其他有机质,拨交,二级
5391,清浮雕山水黄寿山石印,辽宁博物馆,清,,,玺印符牌,,,,宝玉石,拨交,二级
5392,清玉金鱼,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,二级
5393,清透雕花鹿蝙蝠青玉饰,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,二级
5394,清“张道印”铜印,辽宁博物馆,清,,,玺印符牌,,,,铜,旧藏,三级
5395,清道光通宝铜钱,辽宁博物馆,清,,,钱币,,,,铜,旧藏,三级
5396,清张问陶画马轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,二级
5397,清吴韫庵祁门县乡贤册,辽宁博物馆,清,,,档案文书,,,,纸,征集购买,二级
5398,清张太平草书宋欧卢陵度笔两则册,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5399,清管希宁醉翁亭图轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5400,清吴昌硕水墨松梅立幅,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,二级
5401,清兽钮白寿山石印材,辽宁博物馆,清,,,玺印符牌,,,,石,征集购买,三级
5402,清人雪山行旅图轴,辽宁博物馆,清,,,书法、绘画,,,,丝,接受捐赠,三级
5403,清钱坫篆书轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5404,清玛瑙鼻烟壶,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,征集购买,三级
5405,清鎏金铜带卡,辽宁博物馆,清,,,铜器,,,,"铜,金",征集购买,二级
5406,清周镐设色山水轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5407,清无量寿佛像,辽宁博物馆,清,,,雕塑、造像,,,,铜,拣选,三级
5408,清莲花生铜像,辽宁博物馆,清,,,雕塑、造像,,,,铜,拣选,三级
5409,清花梨木根雕笔筒,辽宁博物馆,清,,,文具,,,,木,旧藏,二级
5410,清顺治通宝铜钱,辽宁博物馆,清,,,钱币,,,,铜,旧藏,二级
5411,清人仿唐寅饮中八仙图卷,辽宁博物馆,清,,,书法、绘画,,,,纸,旧藏,二级
5412,清不空和尚碑拓本册页,辽宁博物馆,清,,,碑帖拓本,,,,纸,拨交,三级
5413,清九子墨,辽宁博物馆,清,,,文具,,,,其他有机质,拨交,三级
5414,清狮钮寿山石印,辽宁博物馆,清,,,玺印符牌,,,,宝玉石,拨交,二级
5415,清雕榴蟾蜍玉坠,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,二级
5416,清银镶透雕八结白玉珥,辽宁博物馆,清,,,玉石器、宝石,,,,"宝玉石,银",拨交,二级
5417,清象牙镯,辽宁博物馆,清,,,牙骨角器,,,,骨角牙,拨交,二级
5418,清代张廷玉行书昼锦堂诗轴,辽宁博物馆,清,,,书法、绘画,,,,纸,旧藏,二级
5419,清残凸花四足方铜水丞,辽宁博物馆,清,,,文具,,,,铜,旧藏,三级
5420,清仿宋德寿殿犀纹砚,辽宁博物馆,清,,,文具,,,,石,旧藏,二级
5421,清道光通宝铜钱,辽宁博物馆,清,,,钱币,,,,铜,旧藏,三级
5422,清曹泓花鸟轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5423,清姚元之隶书临曹全碑册,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5424,清北洋新军松藩镇练兵图册,辽宁博物馆,清,,,档案文书,,,,纸,征集购买,一级
5425,清毛上炱野寺钟声图轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5426,清田黄印材,辽宁博物馆,清,,,玺印符牌,,,,石,征集购买,二级
5427,清赵执信行书立轴,辽宁博物馆,清,,,书法、绘画,,,,丝,接受捐赠,三级
5428,清铁保行书联,辽宁博物馆,清,,,书法、绘画,,,,纸,采集,二级
5429,清王云花卉轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5430,清玛瑙鼻烟壶,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,征集购买,三级
5431,清龙纹铜带卡,辽宁博物馆,清,,,铜器,,,,铜,征集购买,二级
5432,清余省仿元人花鸟立轴,辽宁博物馆,清,,,书法、绘画,,,,丝,征集购买,二级
5433,清四臂观音像,辽宁博物馆,清,,,雕塑、造像,,,,铜,拣选,三级
5434,清花卉纹铜镜,辽宁博物馆,清,,,铜器,,,,铜,拣选,三级
5435,清紫檀笔筒,辽宁博物馆,清,,,文具,,,,木,旧藏,二级
5436,清顺治通宝铜钱,辽宁博物馆,清,,,钱币,,,,铜,旧藏,三级
5437,清人仿仇英百牛图卷,辽宁博物馆,清,,,书法、绘画,,,,丝,旧藏,三级
5438,清紫阁铭熏墨,辽宁博物馆,清,,,文具,,,,其他有机质,拨交,三级
5439,清狮钮寿山石印,辽宁博物馆,清,,,玺印符牌,,,,宝玉石,拨交,二级
5440,清白玉串珠,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,二级
5441,清提梁花篮玉坠,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,三级
5442,清象牙牌,辽宁博物馆,清,,,玺印符牌,,,,骨角牙,旧藏,二级
5443,清仿黄道周草书轴,辽宁博物馆,清,,,书法、绘画,,,,纸,旧藏,三级
5444,清浮雕荷花纹端砚,辽宁博物馆,清,,,文具,,,,石,旧藏,二级
5445,清道光通宝铜钱,辽宁博物馆,清,,,钱币,,,,铜,旧藏,三级
5446,清德林隶书临魏李仲璇碑册,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5447,清许佑折枝图卷,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5448,清庶常馆入馆散馆课卷,辽宁博物馆,清,,,其他,,,,纸,征集购买,三级
5449,清平头铁镞,辽宁博物馆,清,,,铁器、其他金属器,,,,铁,接受捐赠,三级
5450,清龙纹墨、朱墨,辽宁博物馆,清,,,文具,,,,其他无机质,征集购买,二级
5451,清宋德宣书寿诗轴,辽宁博物馆,清,,,书法、绘画,,,,丝,接受捐赠,三级
5452,清任薰花鸟图轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5453,清玛瑙鼻烟壶,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,征集购买,二级
5454,清火镰袋,辽宁博物馆,清,,,皮革,,,,"皮革,玻璃,铜,宝玉石,其他无机质",征集购买,二级
5455,清王源昌行书七言诗轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5456,清四臂观音像,辽宁博物馆,清,,,雕塑、造像,,,,铜,拣选,三级
5457,清鎏金铜无量寿佛像,辽宁博物馆,清,,,雕塑、造像,,,,"铜,金",拣选,三级
5458,清青田石印,辽宁博物馆,清,,,玺印符牌,,,,宝玉石,旧藏,二级
5459,清康熙五彩花鸟纹笔筒,辽宁博物馆,清,,,瓷器,,,,瓷,旧藏,三级
5460,清顺治通宝铜钱,辽宁博物馆,清,,,钱币,,,,铜,旧藏,三级
5461,清乾隆青花双狮纹双耳扁瓶,辽宁博物馆,清,,,瓷器,,,,瓷,拨交,三级
5462,民国珐琅牡丹花海棠洗,辽宁博物馆,清,,,珐琅器,,,,铜,旧藏,三级
5463,清朱岱林墓志拓本册页,辽宁博物馆,清,,,碑帖拓本,,,,纸,拨交,一般
5464,清嘉庆墨,辽宁博物馆,清,,,文具,,,,其他有机质,拨交,二级
5465,清狮钮青田石印,辽宁博物馆,清,,,玺印符牌,,,,宝玉石,拨交,二级
5466,清龟背纹白玉串珠,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,二级
5467,清透雕花鸟青玉饰,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,三级
5468,清光绪款红地粉彩九桃纹锥把瓷瓶,辽宁博物馆,清,,,瓷器,,,,瓷,旧藏,三级
5469,清铜刘海戏蟾像,辽宁博物馆,清,,,雕塑、造像,,,,铜,旧藏,三级
5470,清道光通宝铜钱,辽宁博物馆,清,,,钱币,,,,铜,旧藏,三级
5471,清王之望草书轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5472,清两面刺绣宫扇册,辽宁博物馆,清,,,织绣,,,,丝,接受捐赠,二级
5473,清孙星衍篆书册,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5474,清罗牧秋景山水轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5475,清吴士监奏折卷,辽宁博物馆,清,,,名人遗物,,,,纸,征集购买,三级
5476,清王无咎临王献之书轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,二级
5477,清高其佩指画观潮图轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,二级
5478,清水雷图说全册,辽宁博物馆,清,,,古籍图书,,,,纸,征集购买,二级
5479,清马逸关山积雪图轴,辽宁博物馆,清,,,书法、绘画,,,,丝,接受捐赠,二级
5480,清玛瑙鼻烟壶,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,征集购买,三级
5481,清毛奇龄行书立轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5482,清鎏金铜无量寿佛像,辽宁博物馆,清,,,雕塑、造像,,,,"铜,金",拣选,三级
5483,清祖师像,辽宁博物馆,清,,,雕塑、造像,,,,铜,拣选,三级
5484,清无量寿佛铜像,辽宁博物馆,清,,,雕塑、造像,,,,铜,拣选,三级
5485,清青田石印,辽宁博物馆,清,,,玺印符牌,,,,宝玉石,旧藏,二级
5486,清顺治通宝铜钱,辽宁博物馆,清,,,钱币,,,,铜,旧藏,三级
5487,清康熙仿明宣德款青花笠式碗,辽宁博物馆,清,,,瓷器,,,,瓷,拨交,三级
5488,清天下名胜墨,辽宁博物馆,清,,,文具,,,,其他有机质,拨交,三级
5489,清狮钮青田石印,辽宁博物馆,清,,,玺印符牌,,,,宝玉石,拨交,二级
5490,清白玉串珠,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,二级
5491,清透雕花鸟青玉饰,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,三级
5492,清玉镯,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,二级
5493,清姜渔墨梅图轴,辽宁博物馆,清,,,书法、绘画,,,,纸,旧藏,三级
5494,清道光通宝铜钱,辽宁博物馆,清,,,钱币,,,,铜,旧藏,三级
5495,清周璕钟馗轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5496,清梁国治行书罗浮歌册,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5497,清左宗棠等书札,辽宁博物馆,清,,,名人遗物,,,,纸,征集购买,三级
5498,清马逸秋菊鸡雏图轴,辽宁博物馆,清,,,书法、绘画,,,,丝,征集购买,二级
5499,清缂丝群仙祝寿图横幅,辽宁博物馆,清,,,织绣,,,,丝,征集购买,三级
5500,清方士庶水墨山水册,辽宁博物馆,清,,,书法、绘画,,,,丝,征集购买,三级
5501,清玛瑙鼻烟壶,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,征集购买,二级
5502,清黄缎绣花蟒袍,辽宁博物馆,清,,,织绣,,,,丝,征集购买,二级
5503,清陈琦设色然叶庵图轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5504,清释迦牟尼说法像,辽宁博物馆,清,,,雕塑、造像,,,,铜,拣选,三级
5505,清祖师像,辽宁博物馆,清,,,雕塑、造像,,,,铜,拣选,三级
5506,清菩萨铜像,辽宁博物馆,清,,,雕塑、造像,,,,铜,拣选,三级
5507,清雕行书竹简,辽宁博物馆,清,,,竹木雕,,,,竹,旧藏,二级
5508,清顺治通宝铜钱,辽宁博物馆,清,,,钱币,,,,铜,旧藏,三级
5509,清内填珐琅缠枝花兽耳尊,辽宁博物馆,清,,,珐琅器,,,,铜,旧藏,三级
5510,清初诸家尺牍卷,辽宁博物馆,清,,,书法、绘画,,,,纸,旧藏,二级
5511,清乾隆题平定安南战图册,辽宁博物馆,清,,,书法、绘画,,,,纸,旧藏,二级
5512,清瓷管斗笔,辽宁博物馆,清,,,文具,,,,"毛,瓷",拨交,二级
5513,清狮钮花寿山石印,辽宁博物馆,清,,,玺印符牌,,,,宝玉石,拨交,二级
5514,清白玉牛,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,二级
5515,清透雕白玉鹤衔灵芝,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,三级
5516,清浮雕叶纹白玉镯,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,二级
5517,清康熙三彩花兽纹瓷罐,辽宁博物馆,清,,,瓷器,,,,瓷,旧藏,三级
5518,清“吴兴”铜印,辽宁博物馆,清,,,玺印符牌,,,,铜,旧藏,三级
5519,清道光通宝铜钱,辽宁博物馆,清,,,钱币,,,,铜,旧藏,三级
5520,清查士标行书诗册,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5521,清沈铨桂鹤图轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,二级
5522,清胡若寅秋林垂钓图轴,辽宁博物馆,清,,,书法、绘画,,,,丝,征集购买,三级
5523,清叶湘栈道行旅图轴,辽宁博物馆,清,,,书法、绘画,,,,丝,征集购买,二级
5524,清杨晋设色山水册,辽宁博物馆,清,,,书法、绘画,,,,丝,征集购买,二级
5525,清朱柳阴归牧图轴,辽宁博物馆,清,,,书法、绘画,,,,丝,接受捐赠,三级
5526,清魏燮均行书七言联,辽宁博物馆,清,,,书法、绘画,,,,纸,采集,三级
5527,清奚冈浅绛枫江渔隐图轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5528,清玛瑙鼻烟壶,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,征集购买,二级
5529,清乾隆青花加紫瓷盘,辽宁博物馆,清,,,瓷器,,,,瓷,征集购买,三级
5530,清王撰行书七言诗轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,二级
5531,清阿閦佛像,辽宁博物馆,清,,,雕塑、造像,,,,铜,拣选,三级
5532,清白度母铜像,辽宁博物馆,清,,,雕塑、造像,,,,铜,拣选,三级
5533,清青田石印,辽宁博物馆,清,,,玺印符牌,,,,宝玉石,旧藏,二级
5534,清浮雕人物木笔筒,辽宁博物馆,清,,,文具,,,,木,旧藏,二级
5535,清顺治通宝铜钱,辽宁博物馆,清,,,钱币,,,,铜,旧藏,三级
5536,清乾隆题平定准回两部战图册,辽宁博物馆,清,,,书法、绘画,,,,纸,旧藏,二级
5537,清白玉羊,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,二级
5538,清透雕童子莲花白玉饰,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,三级
5539,清王铎草书杜诗并行书枯兰复花赋卷,辽宁博物馆,清,,,书法、绘画,,,,丝,旧藏,二级
5540,清道光款仿哥窑瓷八方瓶,辽宁博物馆,清,,,瓷器,,,,瓷,旧藏,二级
5541,清道光通宝铜钱,辽宁博物馆,清,,,钱币,,,,铜,旧藏,三级
5542,清高其佩指画出猎轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,二级
5543,清任颐沦茗图轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5544,清徐在柯秋景山水图卷,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5545,清王泽宏自书讲稿册,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5546,清张士保梅鹤图轴,辽宁博物馆,清,,,书法、绘画,,,,纸,接受捐赠,三级
5547,清关炳水墨山水轴,辽宁博物馆,清,,,书法、绘画,,,,纸,采集,三级
5548,清玛瑙鼻烟壶,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,征集购买,三级
5549,清顾昶设色山水屏,辽宁博物馆,清,,,书法、绘画,,,,丝,征集购买,三级
5550,清夏之鼎等人杂画册,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5551,清祖师像,辽宁博物馆,清,,,雕塑、造像,,,,铜,拣选,三级
5552,清释迦牟尼佛像,辽宁博物馆,清,,,雕塑、造像,,,,铜,拣选,三级
5553,清弥勒菩萨铜像,辽宁博物馆,清,,,雕塑、造像,,,,铜,拣选,三级
5554,清浮雕双鱼竹盒,辽宁博物馆,清,,,竹木雕,,,,竹,旧藏,二级
5555,清顺治通宝铜钱,辽宁博物馆,清,,,钱币,,,,铜,旧藏,三级
5556,清热河避暑山庄三十六景图残页,辽宁博物馆,清,,,书法、绘画,,,,纸,旧藏,二级
5557,清乌丝欄黄粉笺,辽宁博物馆,清,,,文具,,,,纸,拨交,二级
5558,清白玉犬,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,二级
5559,清透雕蝴蝶白玉镶件,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,三级
5560,清螭纹白玉环,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,二级
5561,清乾隆款粉彩斗茶人物纹瓷瓶,辽宁博物馆,清,,,瓷器,,,,瓷,旧藏,三级
5562,清道光通宝铜钱,辽宁博物馆,清,,,钱币,,,,铜,旧藏,三级
5563,清铁保临各家帖册,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5564,清任颐红叶猴子图轴,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5565,清杨玘唐人诗意图轴,辽宁博物馆,清,,,书法、绘画,,,,丝,征集购买,三级
5566,清刘锡玲指画桃花源图横幅,辽宁博物馆,清,,,书法、绘画,,,,丝,征集购买,三级
5567,清何绍基行书册,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5568,清刘墉节行书远景楼记轴,辽宁博物馆,清,,,书法、绘画,,,,纸,接受捐赠,二级
5569,清玛瑙鼻烟壶,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,征集购买,二级
5570,清乾隆粉彩缠枝牡丹纹瓷瓶,辽宁博物馆,清,,,瓷器,,,,瓷,征集购买,三级
5571,清周镐设色山水屏,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,二级
5572,清杨堉水墨竹石册页,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5573,清祖师像,辽宁博物馆,清,,,雕塑、造像,,,,铜,拣选,三级
5574,清铜阿閦佛像,辽宁博物馆,清,,,雕塑、造像,,,,铜,拣选,三级
5575,清持金刚菩萨铜像,辽宁博物馆,清,,,雕塑、造像,,,,铜,拣选,三级
5576,清青田石印,辽宁博物馆,清,,,玺印符牌,,,,宝玉石,旧藏,二级
5577,清海棠形竹盘,辽宁博物馆,清,,,竹木雕,,,,竹,旧藏,二级
5578,清青花粉彩花卉瓶,辽宁博物馆,清,,,瓷器,,,,瓷,旧藏,二级
5579,清顺治通宝铜钱,辽宁博物馆,清,,,钱币,,,,铜,旧藏,三级
5580,清耕织图册,辽宁博物馆,清,,,书法、绘画,,,,纸,旧藏,二级
5581,清描金花卉红裱绢,辽宁博物馆,清,,,织绣,,,,丝,拨交,三级
5582,清浮雕山水黄寿山石印,辽宁博物馆,清,,,玺印符牌,,,,宝玉石,拨交,二级
5583,清白玉牛,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,二级
5584,清碧玉扁方,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,拨交,二级
5585,清缪兰皋行书横幅,辽宁博物馆,清,,,书法、绘画,,,,纸,旧藏,三级
5586,清同治款青花花卉纹瓷玉壶春瓶,辽宁博物馆,清,,,瓷器,,,,瓷,旧藏,三级
5587,清仿金文铜印,辽宁博物馆,清,,,玺印符牌,,,,铜,旧藏,三级
5588,清道光通宝铜钱,辽宁博物馆,清,,,钱币,,,,铜,旧藏,三级
5589,清张昌草书千秋佳节诗册,辽宁博物馆,清,,,书法、绘画,,,,纸,征集购买,三级
5590,清王武设色秋葵图轴,辽宁博物馆,清,,,书法、绘画,,,,丝,征集购买,二级
5591,清查慎行行书登黄岳阳遗迹楼诗轴,辽宁博物馆,清,,,书法、绘画,,,,纸,接受捐赠,三级
5592,清穆士诚行书五言轴,辽宁博物馆,清,,,书法、绘画,,,,纸,采集,三级
5593,清玛瑙鼻烟壶,辽宁博物馆,清,,,玉石器、宝石,,,,宝玉石,征集购买,二级
